property_id,county,tax_amount_usd,tax_value_usd,tax_rate
1455009,Los Angeles,4045.88,328406.0,0.012319750552669562
1454589,Los Angeles,2279.64,173595.0,0.013131945044500128
1455902,Los Angeles,10408.45,732629.0,0.014206986073442358
1456196,Los Angeles,2770.24,210866.0,0.013137442736145229
2389833,Los Angeles,2188.98,184119.0,0.011888941391165496
2389837,Los Angeles,4966.58,434749.0,0.011424017076520014
2389920,Los Angeles,7293.2,594506.0,0.01226766424560896
2389925,Los Angeles,6327.14,494376.0,0.012798234542129878
2390093,Los Angeles,10111.64,846652.0,0.011943088777915837
2390269,Los Angeles,5361.56,433191.0,0.012376896103566326
2390304,Los Angeles,13374.96,1139088.0,0.011741814504234966
2390324,Los Angeles,10989.47,912492.0,0.012043360380145798
2390328,Los Angeles,20553.96,1698882.0,0.01209852126280695
1456014,Los Angeles,4036.47,312068.0,0.012934584769986029
2390342,Los Angeles,1005.04,72021.0,0.013954818733424973
2390579,Los Angeles,9731.23,778204.0,0.012504728837168659
2390883,Los Angeles,4182.89,342485.0,0.012213352409594582
2390894,Los Angeles,919.85,58929.0,0.015609462234214055
2391005,Los Angeles,507.34,34118.0,0.014870156515622252
1456895,Los Angeles,3655.7,260663.0,0.014024621829718831
1456623,Los Angeles,4052.99,328000.0,0.012356676829268292
1456466,Los Angeles,1684.44,73001.0,0.023074204462952563
1456309,Los Angeles,1690.61,124625.0,0.01356557673019057
1456227,Los Angeles,2378.3,180111.0,0.013204634919577372
2390419,Los Angeles,4363.85,358878.0,0.01215970329749943
1454507,Los Angeles,1848.07,124824.0,0.014805406011664423
1454445,Los Angeles,3335.96,269133.0,0.012395209803331439
1454425,Los Angeles,1195.93,73837.0,0.016196893156547532
1452699,Los Angeles,4257.13,393934.0,0.010806708738011952
1452663,Los Angeles,4162.01,340201.0,0.012233973445110392
1452459,Los Angeles,2554.29,209843.0,0.012172386021930682
1451942,Los Angeles,4504.32,345629.0,0.013032239771546947
1451778,Los Angeles,1496.89,112941.0,0.013253734250626434
1451773,Los Angeles,2645.79,220305.0,0.012009668414243889
1451753,Los Angeles,7448.06,599719.0,0.012419249681934374
1451691,Los Angeles,9588.54,785454.0,0.012207640421972516
1451667,Los Angeles,3443.69,278086.0,0.012383543220442597
1452798,Los Angeles,1084.74,96231.0,0.011272251145680706
1451413,Los Angeles,7891.97,639861.0,0.012333881889972979
1451312,Los Angeles,10033.28,837745.0,0.01197653223833028
1451302,Los Angeles,23270.7,1936324.0,0.0120179783961775
1451231,Los Angeles,12824.17,1062094.0,0.012074420908130542
1451097,Los Angeles,7821.1,642672.0,0.01216966041775587
1450989,Los Angeles,8977.11,744700.0,0.012054666308580637
1450977,Los Angeles,5422.75,446710.0,0.012139307380627252
1450887,Los Angeles,3851.6,311846.0,0.012350968106052346
1450695,Los Angeles,9330.18,779862.0,0.01196388591827785
1450678,Los Angeles,9379.43,777685.0,0.012060705812764808
1451315,Los Angeles,12267.37,1020000.0,0.012026833333333334
1452827,Los Angeles,11586.45,1052130.0,0.011012374896638248
1452840,Los Angeles,1344.2,118921.0,0.011303302192211637
1452873,Los Angeles,833.85,47491.0,0.01755806363310943
1454400,Los Angeles,5022.76,424247.0,0.011839235162535032
1454355,Los Angeles,1289.09,76094.0,0.01694075748416432
1454315,Los Angeles,809.15,58354.0,0.013866230249854337
1454297,Los Angeles,1777.39,130532.0,0.013616507829497748
1454258,Los Angeles,4914.31,403000.0,0.012194317617866006
1454179,Los Angeles,1078.18,64589.0,0.01669293532954528
1454116,Los Angeles,6595.43,572659.0,0.011517203082462688
1453995,Los Angeles,1096.18,49859.0,0.021985599390280594
1453949,Los Angeles,2524.82,148513.0,0.017000666608310386
1453819,Los Angeles,3243.09,252205.0,0.012858944112924011
1453772,Los Angeles,2896.83,221144.0,0.013099292768512823
1453657,Los Angeles,1305.72,62689.0,0.020828534511636812
1453604,Los Angeles,2567.8,174610.0,0.014705916041463835
1453559,Los Angeles,847.45,37851.0,0.022389104647169165
1453487,Los Angeles,882.97,32666.0,0.027030245515214598
1453449,Los Angeles,5088.61,396451.0,0.012835407149937823
1453318,Los Angeles,3276.0,228431.0,0.014341310942910551
1453182,Los Angeles,1996.87,157812.0,0.012653473753580209
1453178,Los Angeles,3725.72,296840.0,0.012551273413286618
1453158,Los Angeles,2112.81,152808.0,0.013826566671901994
1453053,Los Angeles,14987.41,1305385.0,0.011481218184673486
2394652,Los Angeles,15651.7,1390157.0,0.011258944133648214
2389819,Los Angeles,3237.22,270913.0,0.011949297375910347
2394728,Los Angeles,1293.55,56275.0,0.022986228342958683
2394817,Los Angeles,3769.08,282828.0,0.013326403326403327
1431064,Los Angeles,4297.21,354000.0,0.012139011299435029
1431031,Los Angeles,1310.38,98324.0,0.013327163256173469
1431011,Los Angeles,10192.06,888000.0,0.011477545045045045
1431003,Los Angeles,4151.1,233427.0,0.01778328985078847
1430983,Los Angeles,10221.17,598000.0,0.01709225752508361
1430680,Los Angeles,6783.24,559187.0,0.012130539515403613
1430559,Los Angeles,7008.1,577328.0,0.012138853476706483
1430489,Los Angeles,6565.81,530359.0,0.012379935100563958
2399541,Los Angeles,7760.4,637000.0,0.012182731554160125
1431080,Los Angeles,5000.28,346900.0,0.014414182761602766
2399545,Los Angeles,6486.11,521000.0,0.012449347408829175
2399836,Los Angeles,11690.87,880661.0,0.013275108129007644
2399856,Los Angeles,3707.87,214731.0,0.017267511444551555
2400138,Los Angeles,3282.23,201720.0,0.016271217529248462
2400251,Los Angeles,13142.49,657562.0,0.01998669326998823
2400326,Los Angeles,5239.98,232683.0,0.022519823106973865
2400334,Los Angeles,2418.22,217749.0,0.011105538946217892
2400428,Los Angeles,2898.32,201000.0,0.01441950248756219
2400719,Los Angeles,5590.19,491877.0,0.011365016050760656
2402108,Los Angeles,2597.57,207363.0,0.012526680266006954
2399702,Los Angeles,4788.88,324500.0,0.014757719568567026
2402173,Los Angeles,9921.91,862535.0,0.011503196971717089
1431088,Los Angeles,8802.35,727000.0,0.01210777166437414
1431254,Los Angeles,4933.85,445635.0,0.011071504706766749
1434489,Los Angeles,2332.42,177483.0,0.01314165300338624
1434427,Los Angeles,1071.21,81171.0,0.013196954577373693
1434390,Los Angeles,1066.2,74320.0,0.014346071044133478
1434310,Los Angeles,951.26,73473.0,0.012947068991330149
1434254,Los Angeles,810.47,58758.0,0.013793355798359374
1433936,Los Angeles,5111.58,460145.0,0.01110862880179074
1433805,Los Angeles,10391.23,865796.0,0.012001938100892126
1433797,Los Angeles,8817.93,727000.0,0.01212920220082531
1433558,Los Angeles,5564.89,459781.0,0.012103349203207615
1431230,Los Angeles,5036.97,190985.0,0.02637364190905045
1433542,Los Angeles,7201.43,590000.0,0.012205813559322034
1433411,Los Angeles,7438.64,601775.0,0.012361164887208675
1433381,Los Angeles,5488.25,447060.0,0.012276316378114794
1433374,Los Angeles,1526.63,122568.0,0.012455371712029243
1433372,Los Angeles,4157.13,340000.0,0.012226852941176472
1433307,Los Angeles,1131.91,89415.0,0.012659061678689259
1433203,Los Angeles,2452.24,190853.0,0.012848841778751185
1433045,Los Angeles,4227.28,338074.0,0.012504007998248903
1431382,Los Angeles,5289.86,427000.0,0.012388430913348946
1431335,Los Angeles,6211.31,511271.0,0.012148762593614738
1433511,Los Angeles,5273.91,429745.0,0.012272184667651747
1434529,Los Angeles,5953.55,470562.0,0.012651999098949767
2402174,Los Angeles,3316.51,267294.0,0.012407723330864142
2402237,Los Angeles,3463.84,222432.0,0.015572579484966192
1424715,Los Angeles,2235.01,164560.0,0.013581733106465729
1424682,Los Angeles,1227.96,73253.0,0.016763272493959293
1424576,Los Angeles,1944.94,153604.0,0.012662040051040338
1424503,Los Angeles,1258.87,79576.0,0.01581971951342113
1424301,Los Angeles,1095.3,49863.0,0.021966187353348172
1424070,Los Angeles,4255.84,339112.0,0.012549953997499351
1423625,Los Angeles,2600.83,172056.0,0.01511618310317571
1423486,Los Angeles,2307.1,180937.0,0.012750846979888026
1423411,Los Angeles,4007.11,325909.0,0.012295180556535721
1424845,Los Angeles,1168.69,83357.0,0.014020298235301175
1423286,Los Angeles,16098.14,1102842.0,0.014596959491930846
1423096,Los Angeles,9339.33,771000.0,0.012113268482490272
1423089,Los Angeles,7563.59,649353.0,0.011647886434651106
1422975,Los Angeles,1932.03,178648.0,0.010814730643500067
1422910,Los Angeles,11245.24,1018306.0,0.011043085280848783
1422866,Los Angeles,7888.65,725118.0,0.010879125880201566
1422770,Los Angeles,4311.51,359829.0,0.01198210816804649
1422758,Los Angeles,6466.09,531019.0,0.012176758270419703
1422721,Los Angeles,27868.14,2322960.0,0.011996823018906911
1422624,Los Angeles,9784.89,811183.0,0.012062493913210705
1423166,Los Angeles,1021.63,60839.0,0.016792353588980753
2402228,Los Angeles,4596.04,380751.0,0.012070986024987459
1424850,Los Angeles,7458.61,626011.0,0.011914503099785785
1425281,Los Angeles,888.37,64145.0,0.013849403694754073
2402263,Los Angeles,8956.42,768036.0,0.011661458577462515
2402386,Los Angeles,4000.08,331041.0,0.01208333710930066
2402604,Los Angeles,5144.1,418172.0,0.012301397511072
2402614,Los Angeles,6471.54,530518.0,0.012198530492839074
2402637,Los Angeles,8570.3,713000.0,0.012020056100981766
2402746,Los Angeles,2928.45,235286.0,0.012446341898795508
1427210,Los Angeles,4426.94,330941.0,0.013376825476444441
1426976,Los Angeles,6842.0,584417.0,0.01170739386431264
1426969,Los Angeles,2975.59,238881.0,0.012456369489411047
1424891,Los Angeles,2724.53,218921.0,0.012445265643771042
1426878,Los Angeles,971.83,51309.0,0.01894073164552028
1426641,Los Angeles,2521.59,207637.0,0.012144222850455362
1426529,Los Angeles,6810.77,576000.0,0.011824253472222223
1426486,Los Angeles,3369.05,270306.0,0.01246383728071149
1426463,Los Angeles,1400.62,79473.0,0.017623847092723313
1426454,Los Angeles,3138.57,238019.0,0.013186216226435706
1425998,Los Angeles,4578.44,382000.0,0.01198544502617801
1425862,Los Angeles,1074.77,52344.0,0.020532821335778693
1425840,Los Angeles,912.66,47166.0,0.019349955476402492
1425828,Los Angeles,3430.35,260802.0,0.01315308164814687
1426811,Los Angeles,718.35,29155.0,0.02463899845652547
1434683,Los Angeles,9934.63,591694.0,0.016790148286107344
1434732,Los Angeles,6224.0,368708.0,0.01688056673573668
1434747,Los Angeles,4233.23,291000.0,0.014547182130584192
1441292,Los Angeles,3576.85,281381.0,0.01271176802982433
1441202,Los Angeles,2916.47,217423.0,0.013413806267046264
1441194,Los Angeles,853.39,52967.0,0.016111729945060133
1440954,Los Angeles,2502.39,181386.0,0.013795937944494062
1440824,Los Angeles,5982.78,515000.0,0.01161704854368932
1440756,Los Angeles,2471.5,184949.0,0.013363143353032458
1440696,Los Angeles,5573.98,432353.0,0.012892196885415388
1440602,Los Angeles,3348.06,249045.0,0.013443594531108835
1440501,Los Angeles,4013.81,339576.0,0.011820063844323509
1441312,Los Angeles,4515.19,354794.0,0.012726229868599805
1440304,Los Angeles,6208.78,506609.0,0.012255565929543296
1440261,Los Angeles,21805.37,1901000.0,0.011470473435034193
1440170,Los Angeles,13838.75,1177689.0,0.011750767817310003
1440039,Los Angeles,1576.17,116837.0,0.01349033268570744
1439782,Los Angeles,3721.44,302394.0,0.01230659338478938
1439563,Los Angeles,2037.62,153522.0,0.013272495147275309
1439493,Los Angeles,5418.53,457066.0,0.011855027501498689
1439456,Los Angeles,3027.57,232245.0,0.013036104114189756
1439348,Los Angeles,350.06,151892.0,0.002304663840096911
1439317,Los Angeles,4134.49,333148.0,0.01241037016581219
1440271,Los Angeles,2984.03,150523.0,0.01982441221607329
1439139,Los Angeles,2808.32,200162.0,0.014030235509237519
1441567,Los Angeles,2415.89,165735.0,0.014576824448668054
1441708,Los Angeles,4438.94,373117.0,0.011896911692579002
2394877,Los Angeles,1677.43,108659.0,0.015437561545753228
2394983,Los Angeles,6263.34,514000.0,0.012185486381322958
2394987,Los Angeles,1220.94,66839.0,0.018266880114902975
2395007,Los Angeles,4160.91,309674.0,0.013436420235473433
2395015,Los Angeles,5274.95,422085.0,0.012497364274968312
2395060,Los Angeles,4947.96,406000.0,0.012187093596059113
2395106,Los Angeles,4119.41,335031.0,0.012295608466082244
2395286,Los Angeles,13976.4,872126.0,0.01602566601614904
2395304,Los Angeles,10572.06,854031.0,0.01237901200307717
1441604,Los Angeles,1123.65,63536.0,0.017685249307479226
2395309,Los Angeles,1611.37,101017.0,0.01595147351435897
2395391,Los Angeles,1323.41,94978.0,0.013933858367200826
2395405,Los Angeles,709.17,42402.0,0.0167249186359134
2395526,Los Angeles,4734.38,393501.0,0.012031430669807702
2395553,Los Angeles,4663.51,369634.0,0.012616561247071428
2396330,Los Angeles,3546.92,270458.0,0.013114494672000829
1442012,Los Angeles,6669.7,543907.0,0.01226257430038591
1441965,Los Angeles,6249.46,488098.0,0.0128036992571164
1441848,Los Angeles,2871.17,227271.0,0.012633244012654497
1441735,Los Angeles,3193.13,246306.0,0.012964077204777796
2395389,Los Angeles,4305.67,341724.0,0.012599846659877562
1438920,Los Angeles,2940.89,228774.0,0.012855001005359
1438646,Los Angeles,2000.15,121822.0,0.016418627177357127
1438572,Los Angeles,4982.31,381733.0,0.013051818941511476
1435843,Los Angeles,2012.49,165817.0,0.01213681347509604
1435630,Los Angeles,8131.54,666608.0,0.012198383457744282
1435607,Los Angeles,9581.87,756361.0,0.01266838189700421
1435546,Los Angeles,5066.76,418163.0,0.012116710469362427
1435441,Los Angeles,2895.67,211873.0,0.013667008066152838
1435408,Los Angeles,3921.46,316228.0,0.012400736177694575
1435405,Los Angeles,1502.03,113155.0,0.013274093058194512
1435391,Los Angeles,4022.88,316871.0,0.012695639550479533
1435146,Los Angeles,2537.88,138682.0,0.01829999567355533
1436058,Los Angeles,5121.5,432366.0,0.011845288482443116
1435112,Los Angeles,3320.55,206000.0,0.016119174757281553
1435024,Los Angeles,3496.89,284270.0,0.012301298061701903
1435019,Los Angeles,1633.44,124000.0,0.013172903225806451
1434920,Los Angeles,1951.98,97363.0,0.020048478374741944
1434917,Los Angeles,2921.18,159153.0,0.018354539342645127
1434888,Los Angeles,2205.32,114423.0,0.019273397830855687
1434868,Los Angeles,3725.73,228438.0,0.01630958947285478
1434859,Los Angeles,4180.9,262000.0,0.01595763358778626
1434784,Los Angeles,6345.94,465989.0,0.013618218455800458
1434779,Los Angeles,5280.5,376415.0,0.014028399505864538
1435091,Los Angeles,1472.29,63906.0,0.023038368854254684
1436067,Los Angeles,456.42,29773.0,0.015329996977126928
1436156,Los Angeles,2678.16,219489.0,0.012201795989776252
1436158,Los Angeles,8290.73,688828.0,0.012035994471769439
1438532,Los Angeles,627.67,44891.0,0.013982089951215165
1438333,Los Angeles,799.52,58808.0,0.013595429193307033
1438071,Los Angeles,10951.79,953318.0,0.011488076381648097
1438067,Los Angeles,11610.04,998103.0,0.01163210610528172
1437969,Los Angeles,5709.48,489857.0,0.011655401474307808
1437942,Los Angeles,2993.33,256915.0,0.011651051904326333
1437929,Los Angeles,4467.04,381853.0,0.011698323700481598
1437925,Los Angeles,1357.29,92524.0,0.014669599239116336
1437912,Los Angeles,3525.63,284269.0,0.01240244275668469
1437902,Los Angeles,2799.29,231557.0,0.012088988888265092
1437880,Los Angeles,1297.49,109442.0,0.01185550337164891
1437588,Los Angeles,8387.98,701000.0,0.01196573466476462
1437442,Los Angeles,5509.74,451542.0,0.012202054293952722
1437288,Los Angeles,872.83,64566.0,0.013518415265000156
1437172,Los Angeles,14479.19,1139679.0,0.01270462121351714
1437008,Los Angeles,6492.09,481522.0,0.01348243693953755
1436867,Los Angeles,2579.02,167746.0,0.015374554385797575
1436604,Los Angeles,6444.87,519963.0,0.012394862711385233
1436314,Los Angeles,3431.77,262989.0,0.013049100912965942
1436291,Los Angeles,8333.79,690377.0,0.012071361009998886
1436216,Los Angeles,10571.72,904281.0,0.011690746571032676
2394805,Los Angeles,5105.99,396351.0,0.012882495565799
1290397,Los Angeles,1107.58,66223.0,0.01672500490766048
2389807,Los Angeles,15673.75,1303123.0,0.01202783620579178
2389693,Los Angeles,2110.14,153237.0,0.013770434033555863
1482529,Los Angeles,2270.69,201447.0,0.011271897819277527
1482487,Los Angeles,6979.03,632044.0,0.011042000240489586
1482160,Los Angeles,6724.25,553311.0,0.0121527495386862
1482148,Los Angeles,4836.6,398485.0,0.012137470670163244
1481867,Los Angeles,6029.51,513000.0,0.011753430799220274
1481630,Los Angeles,3488.94,259656.0,0.013436777890747759
1481548,Los Angeles,5670.82,465997.0,0.012169219973519142
1481447,Los Angeles,2945.25,245097.0,0.012016670950684831
1481243,Los Angeles,578.5,34171.0,0.016929560153346405
1482576,Los Angeles,4953.19,451786.0,0.010963575675209059
1481206,Los Angeles,1626.95,103000.0,0.015795631067961165
1481204,Los Angeles,1536.07,96000.0,0.016000729166666665
1481060,Los Angeles,3009.06,225293.0,0.013356207250114296
1481016,Los Angeles,5148.19,418010.0,0.012315949379201453
1480882,Los Angeles,2337.63,195969.0,0.011928570335104022
1480809,Los Angeles,10164.58,834719.0,0.01217724767257005
1480718,Los Angeles,10934.34,915939.0,0.011937847389400387
1480652,Los Angeles,10724.21,890492.0,0.01204301666943667
1480642,Los Angeles,10096.71,836940.0,0.012063839701770735
1480620,Los Angeles,4111.47,332046.0,0.012382230172927848
1481205,Los Angeles,1333.68,78000.0,0.017098461538461538
1480586,Los Angeles,20336.6,1685000.0,0.012069198813056379
1482706,Los Angeles,7857.05,659900.0,0.01190642521594181
1482808,Los Angeles,4193.47,356469.0,0.01176391214944357
1484565,Los Angeles,3174.08,252211.0,0.01258501809992427
1484432,Los Angeles,2287.47,187241.0,0.012216715356145288
1484230,Los Angeles,4210.5,332638.0,0.012657904388554525
1484169,Los Angeles,2942.73,242562.0,0.012131867316397458
1484167,Los Angeles,794.68,56038.0,0.014181091402262749
1484136,Los Angeles,1089.32,65080.0,0.01673816840811309
1484070,Los Angeles,828.19,49441.0,0.01675107704132198
1484051,Los Angeles,1174.86,92679.0,0.012676658142621304
1483992,Los Angeles,1170.41,85266.0,0.013726573311753807
1482758,Los Angeles,10326.91,899801.0,0.01147688211060001
1483962,Los Angeles,5392.5,467061.0,0.01154560110991926
1483895,Los Angeles,8338.72,737000.0,0.011314409769335142
1483633,Los Angeles,6428.41,530000.0,0.012129075471698112
1483602,Los Angeles,2304.43,168517.0,0.01367476278357673
1483578,Los Angeles,4663.73,373008.0,0.012503029425642345
1483558,Los Angeles,2685.29,395946.0,0.006781960166285302
1483414,Los Angeles,5184.52,278245.0,0.018632931409369443
1483102,Los Angeles,3292.13,258786.0,0.012721437790297776
1483089,Los Angeles,3049.57,235091.0,0.012971870467180794
1482835,Los Angeles,8107.21,735646.0,0.011020531614390617
1483914,Los Angeles,1542.15,115411.0,0.01336224450009098
1484621,Los Angeles,5470.96,211905.0,0.025817984474174747
1480579,Los Angeles,8122.97,654836.0,0.012404586797304974
1480352,Los Angeles,9513.24,845494.0,0.011251694275772507
1478131,Los Angeles,1902.37,136851.0,0.01390103104836647
1477774,Los Angeles,10502.74,857603.0,0.012246622271610523
1477745,Los Angeles,5685.47,464907.0,0.012229263056912458
1477708,Los Angeles,5453.96,442908.0,0.012313979426878719
1477688,Los Angeles,9050.14,736056.0,0.012295450346169313
2380137,Los Angeles,6161.48,491082.0,0.012546743721007897
2380250,Los Angeles,1651.56,109709.0,0.015054006508126041
2380353,Los Angeles,15328.94,1299772.0,0.01179356071680264
2380489,Los Angeles,6141.97,529000.0,0.011610529300567109
1478242,Los Angeles,2132.51,162738.0,0.013103946220305031
2380724,Los Angeles,591.78,19616.0,0.030168230016313212
2380820,Los Angeles,2621.18,222330.0,0.01178959204785679
2380831,Los Angeles,794.75,45302.0,0.017543375568407574
2381256,Los Angeles,18783.07,585816.0,0.032063088068608574
2381317,Los Angeles,6698.97,529866.0,0.012642762509766621
2381328,Los Angeles,3417.34,246425.0,0.013867667647357208
2381375,Los Angeles,4351.9,359577.0,0.012102831938639012
2381406,Los Angeles,4185.8,319000.0,0.013121630094043888
2381421,Los Angeles,4142.15,293692.0,0.014103720904893561
1476293,Los Angeles,7488.98,624138.0,0.011998916906197026
2380731,Los Angeles,1482.81,104523.0,0.014186447002095232
1480366,Los Angeles,8261.08,654241.0,0.012626967738188222
1478460,Los Angeles,1196.11,89216.0,0.013406900107604015
1478618,Los Angeles,10965.05,897897.0,0.012211924084833783
1480347,Los Angeles,10671.77,953650.0,0.011190447229067268
1480334,Los Angeles,3674.97,297619.0,0.012347901175664188
1480299,Los Angeles,6996.21,579047.0,0.012082283476125426
1480282,Los Angeles,10398.35,859492.0,0.012098251059928422
1480022,Los Angeles,2080.99,152859.0,0.013613787869867
1479979,Los Angeles,2204.51,169587.0,0.012999286501913473
1479978,Los Angeles,4895.97,404000.0,0.012118737623762376
1479908,Los Angeles,2932.33,165683.0,0.017698436170276974
1479906,Los Angeles,2148.61,114486.0,0.01876744754817183
1478469,Los Angeles,1167.47,97177.0,0.012013851014128859
1479864,Los Angeles,1971.5,97400.0,0.020241273100616016
1479671,Los Angeles,1216.67,90498.0,0.013444164511922917
1479501,Los Angeles,1276.78,70803.0,0.018032851715322797
1479471,Los Angeles,4403.3,296536.0,0.014849124558232391
1479378,Los Angeles,6396.43,507826.0,0.01259571191707396
1479227,Los Angeles,2483.41,179523.0,0.013833380681026942
1479216,Los Angeles,6318.4,506508.0,0.012474432782897801
1479049,Los Angeles,4847.71,387277.0,0.012517422929840915
1479026,Los Angeles,4895.44,398679.0,0.012279151899146933
1478668,Los Angeles,3377.22,307506.0,0.010982614973366374
1479734,Los Angeles,1415.47,102812.0,0.013767556316383302
1484634,Los Angeles,4164.31,329955.0,0.012620842236062494
1484895,Los Angeles,5191.27,409183.0,0.012686915145546125
1485124,Los Angeles,1410.6,63532.0,0.02220298432286092
2375743,Los Angeles,26526.13,2200000.0,0.012057331818181818
2375888,Los Angeles,578.04,33497.0,0.017256470728721975
2376302,Los Angeles,815.0,52132.0,0.01563339215836722
2376324,Los Angeles,2927.29,200000.0,0.01463645
2376390,Los Angeles,4864.57,386000.0,0.012602512953367876
2376417,Los Angeles,5671.99,431080.0,0.013157627354551359
2376576,Los Angeles,1721.06,117822.0,0.014607288961314524
2376587,Los Angeles,2799.24,236244.0,0.011848935845989738
2376641,Los Angeles,3730.66,302393.0,0.012337124205917465
2375710,Los Angeles,1928.38,1800000.0,0.0010713222222222224
2376700,Los Angeles,3298.78,236758.0,0.013933130031508967
2376834,Los Angeles,13923.2,1150000.0,0.01210713043478261
2377077,Los Angeles,3334.65,272487.0,0.012237831529577558
2377079,Los Angeles,2528.6,389000.0,0.00650025706940874
2377172,Los Angeles,2624.01,239115.0,0.010973841038830688
2377218,Los Angeles,1158.4,102469.0,0.011304882452253853
2377238,Los Angeles,586.14,50316.0,0.011649177200095397
2377541,Los Angeles,3305.77,256320.0,0.012897042759051186
2377757,Los Angeles,1807.72,137233.0,0.013172633404501833
2377990,Los Angeles,2757.12,209891.0,0.013135961046447918
2376712,Los Angeles,4332.53,308991.0,0.014021541080484545
2377997,Los Angeles,1021.22,66142.0,0.015439811315049439
1490045,Los Angeles,2499.49,198613.0,0.012584725068349
1490279,Los Angeles,6383.75,480505.0,0.013285501711740772
2374629,Los Angeles,902.82,62147.0,0.014527169453070945
2374843,Los Angeles,2813.57,220623.0,0.0127528408189536
2374986,Los Angeles,1553.98,110551.0,0.014056679722481027
2375148,Los Angeles,2188.85,176544.0,0.012398325629871306
2375176,Los Angeles,22404.63,2029484.0,0.01103956966401312
1491065,Los Angeles,9426.83,572127.0,0.01647681371443753
1491049,Los Angeles,5016.94,410113.0,0.012233067471648058
2375200,Los Angeles,13998.96,1307014.0,0.010710642732212509
2375273,Los Angeles,1713.12,87349.0,0.019612359614878245
1490185,Los Angeles,3762.97,153742.0,0.02447587516748839
1490800,Los Angeles,5499.77,476000.0,0.011554138655462187
1490628,Los Angeles,9016.59,784701.0,0.011490478538959426
1490618,Los Angeles,5567.56,438000.0,0.012711324200913242
1490610,Los Angeles,6075.72,442971.0,0.013715841443345051
1490593,Los Angeles,8610.4,646000.0,0.013328792569659442
1490582,Los Angeles,1605.72,114486.0,0.014025470363188512
2375393,Los Angeles,6693.6,554810.0,0.012064670788197762
2375404,Los Angeles,8747.88,729628.0,0.011989506981639957
2375591,Los Angeles,13710.1,1124491.0,0.012192271881233376
1490338,Los Angeles,5254.34,439000.0,0.011968883826879271
1490635,Los Angeles,4137.65,311000.0,0.013304340836012861
2378002,Los Angeles,4916.09,388324.0,0.012659763496461718
2378004,Los Angeles,892.14,52965.0,0.016843953554233928
2378054,Los Angeles,973.86,21470.0,0.04535910572892408
2380111,Los Angeles,3549.52,274000.0,0.012954452554744526
1486723,Los Angeles,10008.31,804078.0,0.012446939227288895
1486650,Los Angeles,3302.03,267056.0,0.012364560242046612
1486604,Los Angeles,5405.8,412735.0,0.01309750808630235
1486585,Los Angeles,1613.79,118146.0,0.013659285968208826
1486582,Los Angeles,3535.25,270562.0,0.013066321212882814
1486474,Los Angeles,5542.03,469200.0,0.011811658141517476
1486472,Los Angeles,5413.32,460745.0,0.011749058589892456
1486406,Los Angeles,4992.31,417621.0,0.011954164182356732
2379896,Los Angeles,1020.69,52759.0,0.019346272673856593
1486388,Los Angeles,925.72,51927.0,0.017827334527317197
1486192,Los Angeles,3521.29,252016.0,0.013972485873912767
1486156,Los Angeles,878.55,47670.0,0.01842983008181246
1486072,Los Angeles,6759.28,550000.0,0.0122896
1485977,Los Angeles,6446.54,520000.0,0.012397192307692307
1485606,Los Angeles,6833.48,569776.0,0.011993274549998595
1485515,Los Angeles,2604.0,185812.0,0.014014164854799475
1485485,Los Angeles,1403.98,92573.0,0.015166193166474027
1485183,Los Angeles,1336.67,76467.0,0.017480351001085435
1485130,Los Angeles,1172.13,51101.0,0.022937515899884544
1486366,Los Angeles,3989.63,290168.0,0.013749379669708583
2379889,Los Angeles,1802.77,123509.0,0.014596264239852967
2379886,Los Angeles,4380.89,344836.0,0.012704271015787215
2379885,Los Angeles,4934.86,380732.0,0.01296150573106542
2378069,Los Angeles,3524.58,258887.0,0.013614356842946922
2378228,Los Angeles,1981.81,119447.0,0.01659154269257495
2378327,Los Angeles,4007.3,321393.0,0.012468535406807243
2378513,Los Angeles,1092.15,72644.0,0.015034276746875174
2378630,Los Angeles,17146.43,1544194.0,0.01110380560991689
2378638,Los Angeles,736.01,39003.0,0.01887059969745917
2378953,Los Angeles,1183.88,73268.0,0.016158213681279687
2379165,Los Angeles,1522.7,122716.0,0.012408324912806806
2379169,Los Angeles,6881.79,579898.0,0.011867242170174755
2379207,Los Angeles,4442.63,367964.0,0.012073545238121122
2379264,Los Angeles,3459.28,237758.0,0.014549584030821256
2379404,Los Angeles,6864.61,590649.0,0.011622147840764988
2379490,Los Angeles,3779.18,307043.0,0.012308308608240538
2379516,Los Angeles,2019.69,154765.0,0.013050043614512325
2379527,Los Angeles,4013.18,326191.0,0.012303159805144837
2379652,Los Angeles,15137.16,1300000.0,0.01164396923076923
2379653,Los Angeles,5394.72,424850.0,0.012697940449570438
2379717,Los Angeles,10844.33,945000.0,0.01147548148148148
2379768,Los Angeles,4005.88,318000.0,0.012597106918238994
2379843,Los Angeles,2077.88,124217.0,0.016727823083796906
2379847,Los Angeles,2906.34,237849.0,0.012219265164032643
1476271,Los Angeles,1077.29,70980.0,0.015177373908143138
2389726,Los Angeles,8385.18,685293.0,0.012235904934093884
1476217,Los Angeles,2982.32,244452.0,0.012200022908382832
1476117,Los Angeles,4896.01,449134.0,0.010901000592250866
1464118,Los Angeles,1025.02,76517.0,0.013395977364507233
1464041,Los Angeles,1846.04,150033.0,0.012304226403524557
1464014,Los Angeles,3090.31,250000.0,0.012361239999999999
